run 1
"graph [100,0.1]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, lcv, no_inference",11,0.0030829906463623047,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
"first_unassigned_variable, lcv, forward_checking",11,0.00350189208984375,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
"first_unassigned_variable, lcv, mac",11,0.006124973297119141,100,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 2, 10: 0, 11: 2, 12: 3, 13: 1, 14: 1, 15: 2, 16: 0, 17: 2, 18: 3, 19: 1, 20: 2, 21: 0, 22: 1, 23: 2, 24: 1, 25: 3, 26: 4, 27: 2, 28: 3, 29: 5, 30: 3, 31: 2, 32: 5, 33: 4, 34: 3, 35: 4, 36: 4, 37: 4, 38: 5, 39: 3, 40: 0, 41: 4, 42: 1, 43: 4, 44: 6, 45: 3, 46: 6, 47: 5, 48: 2, 49: 3, 50: 2, 51: 1, 52: 5, 53: 2, 54: 6, 55: 4, 56: 6, 57: 7, 58: 5, 59: 5, 60: 3, 61: 7, 62: 0, 63: 6, 64: 7, 65: 0, 66: 1, 67: 6, 68: 3, 69: 8, 70: 3, 71: 6, 72: 5, 73: 7, 74: 6, 75: 4, 76: 0, 77: 1, 78: 7, 79: 8, 80: 8, 81: 4, 82: 7, 83: 3, 84: 1, 85: 8, 86: 4, 87: 9, 88: 9, 89: 5, 90: 8, 91: 10, 92: 7, 93: 9, 94: 9, 95: 4, 96: 9, 97: 5, 98: 1, 99: 8}",True
"mrv, unordered_domain_values, no_inference",11,0.01244211196899414,100,0,"{34: 3, 7: 1, 97: 5, 87: 9, 75: 4, 83: 3, 9: 2, 1: 0, 53: 2, 6: 1, 11: 2, 89: 5, 59: 5, 41: 4, 57: 7, 74: 6, 36: 4, 85: 8, 77: 1, 2: 0, 35: 4, 93: 9, 50: 2, 81: 4, 22: 1, 51: 1, 54: 6, 33: 4, 44: 6, 82: 7, 70: 3, 79: 8, 63: 6, 27: 2, 71: 6, 86: 4, 48: 2, 15: 2, 98: 1, 55: 4, 76: 0, 96: 9, 56: 6, 52: 5, 60: 3, 19: 1, 80: 8, 94: 9, 46: 6, 25: 3, 62: 0, 47: 5, 23: 2, 28: 3, 92: 7, 88: 9, 12: 3, 40: 0, 66: 1, 24: 1, 38: 5, 67: 6, 29: 5, 3: 0, 61: 7, 14: 1, 90: 8, 45: 3, 65: 0, 73: 7, 21: 0, 8: 1, 43: 4, 18: 3, 64: 7, 0: 0, 30: 3, 91: 10, 78: 7, 84: 1, 32: 5, 26: 4, 69: 8, 4: 0, 68: 3, 37: 4, 10: 0, 72: 5, 49: 3, 20: 2, 17: 2, 95: 4, 39: 3, 99: 8, 31: 2, 42: 1, 5: 0, 16: 0, 58: 5, 13: 1}",True
"mrv, unordered_domain_values, forward_checking",11,0.009686946868896484,100,0,"{87: 9, 28: 3, 83: 3, 52: 5, 54: 6, 9: 2, 78: 7, 80: 8, 6: 1, 23: 2, 17: 2, 56: 6, 4: 0, 40: 0, 34: 3, 32: 5, 91: 10, 75: 4, 24: 1, 36: 4, 20: 2, 49: 3, 62: 0, 74: 6, 64: 7, 42: 1, 29: 5, 33: 4, 89: 5, 60: 3, 27: 2, 99: 8, 51: 1, 48: 2, 15: 2, 0: 0, 8: 1, 85: 8, 68: 3, 50: 2, 57: 7, 13: 1, 93: 9, 2: 0, 37: 4, 77: 1, 96: 9, 73: 7, 41: 4, 46: 6, 45: 3, 5: 0, 66: 1, 26: 4, 25: 3, 21: 0, 97: 5, 72: 5, 1: 0, 38: 5, 81: 4, 67: 6, 19: 1, 18: 3, 39: 3, 3: 0, 16: 0, 12: 3, 61: 7, 88: 9, 94: 9, 92: 7, 22: 1, 71: 6, 76: 0, 58: 5, 53: 2, 35: 4, 10: 0, 63: 6, 7: 1, 11: 2, 95: 4, 44: 6, 43: 4, 98: 1, 65: 0, 69: 8, 82: 7, 31: 2, 30: 3, 70: 3, 47: 5, 14: 1, 90: 8, 84: 1, 79: 8, 55: 4, 59: 5, 86: 4}",True
"mrv, unordered_domain_values, mac",11,0.013393878936767578,100,0,"{66: 1, 72: 5, 1: 0, 2: 0, 12: 3, 85: 8, 99: 8, 48: 2, 79: 8, 55: 4, 29: 5, 3: 0, 97: 5, 46: 6, 59: 5, 44: 6, 94: 9, 67: 6, 21: 0, 63: 6, 50: 2, 75: 4, 28: 3, 22: 1, 20: 2, 10: 0, 38: 5, 33: 4, 80: 8, 68: 3, 23: 2, 15: 2, 35: 4, 81: 4, 47: 5, 45: 3, 32: 5, 54: 6, 36: 4, 41: 4, 18: 3, 51: 1, 76: 0, 24: 1, 57: 7, 25: 3, 34: 3, 49: 3, 83: 3, 96: 9, 78: 7, 7: 1, 26: 4, 13: 1, 30: 3, 88: 9, 19: 1, 40: 0, 39: 3, 56: 6, 27: 2, 71: 6, 31: 2, 74: 6, 61: 7, 11: 2, 86: 4, 95: 4, 82: 7, 89: 5, 73: 7, 42: 1, 87: 9, 8: 1, 92: 7, 90: 8, 0: 0, 4: 0, 91: 10, 9: 2, 77: 1, 14: 1, 65: 0, 84: 1, 60: 3, 69: 8, 58: 5, 98: 1, 52: 5, 70: 3, 17: 2, 5: 0, 62: 0, 53: 2, 6: 1, 93: 9, 43: 4, 16: 0, 64: 7, 37: 4}",True
"mrv, lcv, no_inference",11,0.00937962532043457,100,0,"{86: 4, 85: 8, 7: 1, 39: 3, 58: 5, 84: 1, 60: 3, 79: 8, 64: 7, 71: 6, 96: 9, 74: 6, 11: 2, 45: 3, 41: 4, 16: 0, 2: 0, 37: 4, 5: 0, 98: 1, 22: 1, 93: 9, 46: 6, 59: 5, 8: 1, 25: 3, 77: 1, 13: 1, 48: 2, 70: 3, 63: 6, 33: 4, 56: 6, 57: 7, 23: 2, 14: 1, 47: 5, 62: 0, 99: 8, 10: 0, 24: 1, 76: 0, 95: 4, 90: 8, 51: 1, 69: 8, 36: 4, 94: 9, 1: 0, 80: 8, 6: 1, 75: 4, 82: 7, 17: 2, 54: 6, 20: 2, 19: 1, 61: 7, 28: 3, 34: 3, 31: 2, 68: 3, 65: 0, 52: 5, 0: 0, 66: 1, 78: 7, 18: 3, 87: 9, 43: 4, 88: 9, 49: 3, 73: 7, 30: 3, 27: 2, 42: 1, 29: 5, 9: 2, 55: 4, 32: 5, 40: 0, 97: 5, 44: 6, 53: 2, 83: 3, 50: 2, 35: 4, 92: 7, 12: 3, 72: 5, 91: 10, 38: 5, 4: 0, 26: 4, 15: 2, 81: 4, 67: 6, 3: 0, 21: 0, 89: 5}",True
"mrv, lcv, forward_checking",11,0.010963916778564453,100,0,"{98: 1, 84: 1, 53: 2, 10: 0, 18: 3, 0: 0, 78: 7, 74: 6, 49: 3, 69: 8, 55: 4, 28: 3, 43: 4, 35: 4, 5: 0, 81: 4, 52: 5, 23: 2, 20: 2, 90: 8, 48: 2, 89: 5, 30: 3, 64: 7, 50: 2, 46: 6, 75: 4, 1: 0, 11: 2, 86: 4, 22: 1, 17: 2, 93: 9, 83: 3, 47: 5, 44: 6, 58: 5, 16: 0, 12: 3, 60: 3, 3: 0, 32: 5, 6: 1, 41: 4, 79: 8, 24: 1, 15: 2, 27: 2, 61: 7, 56: 6, 51: 1, 57: 7, 25: 3, 36: 4, 19: 1, 29: 5, 68: 3, 37: 4, 65: 0, 31: 2, 33: 4, 4: 0, 67: 6, 70: 3, 92: 7, 82: 7, 94: 9, 96: 9, 73: 7, 66: 1, 42: 1, 45: 3, 88: 9, 34: 3, 91: 10, 87: 9, 85: 8, 2: 0, 13: 1, 7: 1, 54: 6, 39: 3, 97: 5, 38: 5, 77: 1, 80: 8, 8: 1, 71: 6, 59: 5, 95: 4, 14: 1, 62: 0, 63: 6, 99: 8, 21: 0, 72: 5, 40: 0, 76: 0, 26: 4, 9: 2}",True
"mrv, lcv, mac",11,0.015729904174804688,100,0,"{96: 9, 42: 1, 97: 5, 28: 3, 11: 2, 12: 3, 29: 5, 91: 10, 27: 2, 5: 0, 24: 1, 34: 3, 4: 0, 39: 3, 13: 1, 37: 4, 3: 0, 49: 3, 57: 7, 43: 4, 52: 5, 33: 4, 8: 1, 30: 3, 79: 8, 7: 1, 22: 1, 84: 1, 70: 3, 98: 1, 26: 4, 10: 0, 74: 6, 76: 0, 80: 8, 40: 0, 21: 0, 15: 2, 48: 2, 1: 0, 73: 7, 64: 7, 83: 3, 47: 5, 58: 5, 81: 4, 38: 5, 65: 0, 72: 5, 71: 6, 75: 4, 16: 0, 31: 2, 68: 3, 2: 0, 89: 5, 86: 4, 44: 6, 66: 1, 41: 4, 54: 6, 94: 9, 60: 3, 50: 2, 9: 2, 17: 2, 63: 6, 36: 4, 95: 4, 92: 7, 82: 7, 87: 9, 51: 1, 18: 3, 35: 4, 93: 9, 85: 8, 32: 5, 53: 2, 14: 1, 61: 7, 23: 2, 19: 1, 88: 9, 62: 0, 0: 0, 99: 8, 77: 1, 6: 1, 90: 8, 67: 6, 69: 8, 55: 4, 46: 6, 20: 2, 78: 7, 56: 6, 45: 3, 59: 5, 25: 3}",True
"run 1 graph [100,0.2] average time",fastest combination,fastest time,slowest combination,slowest time
0.00828381379445394,"first_unassigned_variable, unordered_domain_values, forward_checking",0.002730846405029297,"mrv, lcv, mac",0.015729904174804688
"graph [100,0.3]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
"first_unassigned_variable, unordered_domain_values, no_inference",13,0.010981082916259766,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, unordered_domain_values, forward_checking",13,0.0041348934173583984,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, unordered_domain_values, mac",13,0.007522106170654297,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, lcv, no_inference",13,0.0044269561767578125,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, lcv, forward_checking",13,0.005509138107299805,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"first_unassigned_variable, lcv, mac",13,0.008847236633300781,100,0,"{0: 0, 1: 0, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1, 8: 3, 9: 2, 10: 3, 11: 2, 12: 4, 13: 3, 14: 0, 15: 2, 16: 0, 17: 5, 18: 6, 19: 2, 20: 1, 21: 1, 22: 5, 23: 2, 24: 3, 25: 0, 26: 4, 27: 2, 28: 5, 29: 2, 30: 4, 31: 7, 32: 6, 33: 4, 34: 4, 35: 7, 36: 5, 37: 6, 38: 3, 39: 6, 40: 4, 41: 0, 42: 8, 43: 1, 44: 1, 45: 7, 46: 8, 47: 6, 48: 1, 49: 1, 50: 5, 51: 5, 52: 8, 53: 6, 54: 4, 55: 3, 56: 5, 57: 8, 58: 8, 59: 0, 60: 0, 61: 8, 62: 9, 63: 1, 64: 6, 65: 0, 66: 9, 67: 7, 68: 7, 69: 8, 70: 10, 71: 7, 72: 9, 73: 4, 74: 6, 75: 7, 76: 10, 77: 3, 78: 11, 79: 11, 80: 8, 81: 12, 82: 7, 83: 10, 84: 9, 85: 4, 86: 10, 87: 9, 88: 11, 89: 12, 90: 10, 91: 0, 92: 1, 93: 12, 94: 5, 95: 4, 96: 6, 97: 12, 98: 4, 99: 9}",True
"mrv, unordered_domain_values, no_inference",13,0.010094165802001953,100,0,"{4: 1, 72: 9, 38: 3, 57: 8, 87: 9, 24: 3, 23: 2, 71: 7, 34: 4, 10: 3, 52: 8, 29: 2, 96: 6, 14: 0, 25: 0, 39: 6, 94: 5, 62: 9, 99: 9, 18: 6, 44: 1, 7: 1, 47: 6, 66: 9, 2: 1, 69: 8, 28: 5, 55: 3, 8: 3, 32: 6, 65: 0, 21: 1, 33: 4, 63: 1, 78: 11, 95: 4, 58: 8, 77: 3, 30: 4, 84: 9, 70: 10, 20: 1, 61: 8, 74: 6, 49: 1, 11: 2, 35: 7, 42: 8, 15: 2, 60: 0, 13: 3, 45: 7, 17: 5, 9: 2, 37: 6, 89: 12, 91: 0, 53: 6, 5: 2, 85: 4, 16: 0, 54: 4, 75: 7, 59: 0, 19: 2, 73: 4, 92: 1, 48: 1, 93: 12, 98: 4, 22: 5, 6: 2, 41: 0, 51: 5, 64: 6, 81: 12, 80: 8, 26: 4, 82: 7, 68: 7, 76: 10, 1: 0, 12: 4, 97: 12, 43: 1, 83: 10, 3: 1, 88: 11, 27: 2, 67: 7, 46: 8, 0: 0, 36: 5, 86: 10, 56: 5, 79: 11, 50: 5, 90: 10, 31: 7, 40: 4}",True
"mrv, unordered_domain_values, forward_checking",13,0.01423192024230957,100,0,"{46: 8, 82: 7, 80: 8, 44: 1, 83: 10, 72: 9, 99: 9, 58: 8, 89: 12, 40: 4, 43: 1, 63: 1, 85: 4, 25: 0, 7: 1, 42: 8, 75: 7, 55: 3, 5: 2, 71: 7, 70: 10, 45: 7, 81: 12, 52: 8, 38: 3, 31: 7, 10: 3, 26: 4, 34: 4, 87: 9, 24: 3, 16: 0, 57: 8, 41: 0, 8: 3, 97: 12, 88: 11, 15: 2, 84: 9, 4: 1, 79: 11, 59: 0, 86: 10, 20: 1, 19: 2, 54: 4, 3: 1, 36: 5, 32: 6, 96: 6, 67: 7, 14: 0, 37: 6, 27: 2, 98: 4, 77: 3, 35: 7, 56: 5, 13: 3, 28: 5, 90: 10, 33: 4, 76: 10, 29: 2, 65: 0, 74: 6, 9: 2, 62: 9, 47: 6, 93: 12, 17: 5, 68: 7, 23: 2, 49: 1, 22: 5, 91: 0, 69: 8, 51: 5, 11: 2, 73: 4, 61: 8, 12: 4, 1: 0, 60: 0, 64: 6, 21: 1, 30: 4, 18: 6, 50: 5, 53: 6, 94: 5, 6: 2, 95: 4, 78: 11, 48: 1, 2: 1, 66: 9, 0: 0, 39: 6, 92: 1}",True
"mrv, unordered_domain_values, mac",13,0.0199129581451416,100,0,"{88: 11, 57: 8, 70: 10, 77: 3, 81: 12, 64: 6, 72: 9, 69: 8, 53: 6, 90: 10, 25: 0, 75: 7, 60: 0, 17: 5, 84: 9, 82: 7, 28: 5, 38: 3, 16: 0, 68: 7, 61: 8, 40: 4, 21: 1, 92: 1, 50: 5, 15: 2, 24: 3, 35: 7, 62: 9, 43: 1, 30: 4, 85: 4, 51: 5, 94: 5, 13: 3, 20: 1, 97: 12, 7: 1, 41: 0, 55: 3, 91: 0, 0: 0, 14: 0, 42: 8, 23: 2, 4: 1, 48: 1, 39: 6, 56: 5, 27: 2, 18: 6, 71: 7, 89: 12, 78: 11, 36: 5, 29: 2, 9: 2, 22: 5, 96: 6, 8: 3, 87: 9, 44: 1, 93: 12, 74: 6, 11: 2, 37: 6, 52: 8, 95: 4, 26: 4, 10: 3, 83: 10, 6: 2, 58: 8, 76: 10, 3: 1, 2: 1, 59: 0, 73: 4, 46: 8, 31: 7, 79: 11, 49: 1, 34: 4, 80: 8, 12: 4, 33: 4, 86: 10, 66: 9, 45: 7, 5: 2, 47: 6, 54: 4, 32: 6, 98: 4, 67: 7, 65: 0, 99: 9, 63: 1, 1: 0, 19: 2}",True
"mrv, lcv, no_inference",13,0.012103080749511719,100,0,"{23: 2, 93: 12, 57: 8, 76: 10, 80: 8, 31: 7, 54: 4, 3: 1, 48: 1, 12: 4, 0: 0, 25: 0, 40: 4, 73: 4, 61: 8, 6: 2, 98: 4, 17: 5, 95: 4, 82: 7, 38: 3, 47: 6, 72: 9, 96: 6, 58: 8, 49: 1, 34: 4, 91: 0, 97: 12, 87: 9, 36: 5, 4: 1, 68: 7, 22: 5, 20: 1, 10: 3, 74: 6, 64: 6, 83: 10, 65: 0, 27: 2, 13: 3, 84: 9, 99: 9, 66: 9, 29: 2, 55: 3, 43: 1, 33: 4, 11: 2, 5: 2, 71: 7, 78: 11, 21: 1, 51: 5, 26: 4, 9: 2, 35: 7, 53: 6, 70: 10, 19: 2, 18: 6, 45: 7, 8: 3, 81: 12, 16: 0, 50: 5, 75: 7, 79: 11, 90: 10, 63: 1, 56: 5, 86: 10, 92: 1, 41: 0, 59: 0, 42: 8, 32: 6, 69: 8, 7: 1, 88: 11, 30: 4, 85: 4, 37: 6, 15: 2, 89: 12, 2: 1, 46: 8, 67: 7, 52: 8, 24: 3, 14: 0, 60: 0, 1: 0, 94: 5, 44: 1, 62: 9, 28: 5, 39: 6, 77: 3}",True
"mrv, lcv, forward_checking",13,0.012181997299194336,100,0,"{31: 7, 98: 4, 52: 8, 1: 0, 13: 3, 48: 1, 63: 1, 37: 6, 87: 9, 90: 10, 77: 3, 51: 5, 65: 0, 73: 4, 76: 10, 68: 7, 22: 5, 35: 7, 33: 4, 75: 7, 28: 5, 66: 9, 83: 10, 85: 4, 55: 3, 88: 11, 14: 0, 20: 1, 27: 2, 11: 2, 79: 11, 12: 4, 82: 7, 49: 1, 84: 9, 32: 6, 15: 2, 47: 6, 41: 0, 44: 1, 42: 8, 29: 2, 78: 11, 97: 12, 94: 5, 39: 6, 50: 5, 7: 1, 21: 1, 67: 7, 54: 4, 46: 8, 58: 8, 89: 12, 5: 2, 53: 6, 62: 9, 38: 3, 3: 1, 81: 12, 80: 8, 6: 2, 93: 12, 72: 9, 17: 5, 70: 10, 36: 5, 91: 0, 64: 6, 34: 4, 10: 3, 18: 6, 4: 1, 19: 2, 71: 7, 23: 2, 95: 4, 2: 1, 43: 1, 61: 8, 26: 4, 9: 2, 57: 8, 96: 6, 0: 0, 25: 0, 59: 0, 60: 0, 92: 1, 69: 8, 56: 5, 24: 3, 16: 0, 8: 3, 86: 10, 99: 9, 30: 4, 74: 6, 45: 7, 40: 4}",True
"mrv, lcv, mac",13,0.016870975494384766,100,0,"{45: 7, 31: 7, 62: 9, 15: 2, 28: 5, 14: 0, 70: 10, 98: 4, 23: 2, 41: 0, 77: 3, 47: 6, 83: 10, 26: 4, 49: 1, 66: 9, 86: 10, 56: 5, 52: 8, 97: 12, 64: 6, 20: 1, 39: 6, 87: 9, 95: 4, 55: 3, 63: 1, 27: 2, 25: 0, 30: 4, 12: 4, 35: 7, 19: 2, 13: 3, 16: 0, 51: 5, 73: 4, 68: 7, 44: 1, 36: 5, 61: 8, 32: 6, 22: 5, 72: 9, 69: 8, 81: 12, 8: 3, 76: 10, 11: 2, 6: 2, 92: 1, 82: 7, 89: 12, 4: 1, 71: 7, 29: 2, 74: 6, 10: 3, 85: 4, 90: 10, 91: 0, 78: 11, 94: 5, 79: 11, 40: 4, 57: 8, 53: 6, 88: 11, 59: 0, 54: 4, 75: 7, 7: 1, 93: 12, 65: 0, 38: 3, 58: 8, 3: 1, 46: 8, 33: 4, 5: 2, 0: 0, 96: 6, 60: 0, 34: 4, 84: 9, 48: 1, 50: 5, 43: 1, 21: 1, 18: 6, 2: 1, 1: 0, 9: 2, 24: 3, 37: 6, 67: 7, 80: 8, 17: 5, 99: 9, 42: 8}",True
"run 1 graph [100,0.3] average time",fastest combination,fastest time,slowest combination,slowest time
0.010568042596181234,"first_unassigned_variable, unordered_domain_values, forward_checking",0.0041348934173583984,"mrv, unordered_domain_values, mac",0.0199129581451416
"graph [100,0.4]"
backtraing parameter combination,number of teams,elapsed time,assignment times,unassignment times,result,correctness
